formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C20H30N4O8S	[M - H]-	C20H29N4O8S-		0,996	112,609	109,071	3,538	39	0,763	0,379	3,162	-9,767		485,166	388	6,472	694881268182437546	694877453802332003	3057	
1	C15H20N6O5	[M - H]-	C15H19N6O5-		0,850	134,501	134,501	0,000	42	0,766	0,055	3,772	7,404		363,145	389	6,481	694881263040220456	694877427797644118	2447	
1	C20H30N7O9	[M - H]-	C20H29N7O9-		0,944	83,586	80,903	2,683	45	0,852	-1,363	4,085	-1,123		511,203	389	6,487	694881275321144356	694877456885145868	3142	
1	C6H12O2	[M - H]-	C6H11O2-		1,000	4,111	4,111	0,000	0	0,000	7,220	7,220	3,477		115,077	390	6,495	694881270531248077	694877339784356927	45	
1	C7H6O2	[M - H]-	C7H5O2-		0,999	4,336	4,336	0,000	0	0,000	3,148	3,148	3,487		121,030	390	6,499	694881271021981744	694877341072008360	66	
1	C28H32O16	[M - H]-	C28H31O16-		0,990	76,157	76,157	0,000	31	0,695	-0,310	4,742	-2,100		623,160	390	6,500	694881313501901724	694877464095155368	3325	
1	C10H18O4	[M - H]-	C10H17O4-		0,801	27,238	27,238	0,000	4	0,046	8,520	11,086	-3,692		201,112	390	6,501	694881274725553032	694877368636977768	770	
1	C17H17N5O9S	[M - H]-	C17H16N5O9S-		1,000	55,104	47,324	7,780	31	0,836	0,719	5,421	-0,690		466,067	390	6,502	694881280874407154	694877451097005523	2977	
1	C8H16O6S	[M - H]-	C8H15O6S-		0,948	89,421	89,421	0,000	23	0,427	0,963	4,667	-3,358		239,059	390	6,502	694881277233747536	694877381521881552	1147	
1	C8H6O4	[M - H]-	C8H5O4-		0,990	21,207	18,932	2,275	1	0,092	12,286	12,286	0,593		165,019	390	6,503	694881274591335257	694877355122928350	384	
1	C9H16N6O7S	[M - H]-	C9H15N6O7S-		1,000	63,023	63,023	0,000	41	0,753	0,063	4,214	-0,061		351,073	390	6,504	694881283818808786	694877424551252337	2350	
1	C13H15N4O6	[M - H]-	C13H14N4O6-		0,862	86,190	86,190	0,000	38	0,754	2,107	5,401	6,139		322,094	390	6,506	694881294652697737	694877412085779263	2035	
1	C15H22O5	[M - H]-	C15H21O5-		1,000	70,342	66,863	3,479	29	0,733	-3,007	7,106	-1,591		281,139	391	6,509	694881292891089697	694877393429512613	1548	
1	C11H16N4O2	[M - H]-	C11H15N4O2-		0,500	173,474	171,428	2,046	36	0,599	2,147	5,874	-7,015		235,118	391	6,519	694881288579344605	694877380959844701	1124	
1	C13H18N4O3	[M - H]-	C13H17N4O3-		1,000	76,095	71,421	4,674	33	0,709	-1,936	7,590	-7,700		277,128	391	6,521	694881288197662883	694877392326410481	1512	
1	C19H30N4O8	[M - H]-	C19H29N4O8-		0,999	52,465	50,227	2,238	28	0,863	-0,789	4,471	-4,233		441,197	391	6,521	694881300826713779	694877446047063015	2881	
1	C7H12O3	[M - H]-	C7H11O3-		0,991	14,692	12,853	1,839	2	0,255	1,725	9,522	0,714		143,071	391	6,521	694881291888650906	694877347929696070	200	
1	C10H16O5	[M - H]-	C10H15O5-		1,000	86,724	86,724	0,000	19	0,311	-3,468	8,720	-2,079		215,092	392	6,526	694881293419572075	694877372919362837	907	
1	C10H10O4	[M - H]-	C10H9O4-		1,000	57,810	54,476	3,334	9	0,173	1,833	5,629	0,558		193,051	392	6,540	694881293549595526	694877365231202425	671	
1	C17H26N4O5	[M - H]-	C17H25N4O5-		1,000	67,404	67,404	0,000	33	0,757	-3,019	5,547	-5,158		365,181	393	6,546	694881308204495185	694877428250629025	2462	
1	C29H38N4O7S	[M - H]-	C29H37N4O7S-		1,000	84,781	84,781	0,000	42	0,814	-1,926	3,097	-4,501		585,236	393	6,546	694881354853546418	694877462316770217	3274	
1	C15H22N4O5	[M - H]-	C15H21N4O5-		1,000	182,059	180,123	1,936	41	0,630	-3,739	5,213	-6,179		337,150	393	6,551	694881297861340582	694877418297544447	2227	
1	C14H30N6O5	[M - H]-	C14H29N6O5-		1,000	96,428	93,727	2,701	40	0,736	1,047	4,174	5,643		361,223	393	6,552	694881310419087883	694877427508237087	2436	
1	C8H8O2	[M - H]-	C8H7O2-		1,000	19,604	19,604	0,000	2	0,619	-0,904	3,497	2,199		135,045	393	6,554	694881303305547617	694877345710908989	147	
1	C4H10N3O3S	[M - H]-	C4H9N3O3S-		1,000	77,857	77,857	0,000	17	0,359	0,685	7,318	-11,845		179,035	393	6,555	694881306862317759	694877359929601369	511	
1	C10H22N6O4	[M - H]-	C10H21N6O4-		0,947	134,865	133,138	1,728	35	0,569	6,859	7,618	7,446		289,165	394	6,560	694881307969614112	694877395572802307	1618	
1	C15H19N4O7	[M - H]-	C15H18N4O7-		0,929	38,284	38,284	0,000	31	0,831	2,163	4,855	5,060		366,120	394	6,563	694881304375095299	694877428359680949	2466	
1	C16H20O10	[M - H]-	C16H19O10-		0,993	48,186	42,266	5,920	23	0,769	-0,619	5,298	-0,351		371,098	394	6,563	694881345722546203	694877431039841367	2496	
1	C7H5NO3S2	[M - H]-	C7H4NO3S2-		1,000	24,552	22,272	2,280	4	0,581	-2,595	2,595	-0,601		213,964	394	6,565	694881317423576124	694877372537681118	896	
1	C20H32N10O10	[M - H]-	C20H31N10O10-		0,996	72,313	71,255	1,058	49	0,908	-1,146	3,920	-0,019		571,223	394	6,571	694881407676613438	694877461427577644	3249	
1	C32H31N3O12	[M - H]-	C32H30N3O12-		1,000	118,669	118,669	0,000	41	0,801	-3,145	4,944	-3,451		648,181	395	6,587	694881390324777198	694877465315698012	3361	
1	C32H33N5O10S	[M - H]-	C32H32N5O10S-		0,480	64,302	64,302	0,000	40	0,703	1,508	3,555	6,183		678,192	396	6,592	694881368975768310	694877466473326101	3398	
1	C7H16N3O3	[M - H]-	C7H15N3O3-		0,910	67,276	67,276	0,000	18	0,723	3,744	4,920	4,892		189,113	396	6,598	694881337715619359	694877364300066792	642	
1	C9H14O5	[M - H]-	C9H13O5-		0,804	12,455	12,455	0,000	2	0,099	5,280	5,280	-3,616		201,076	397	6,616	694881370515078057	694877368523731540	766	
1	C4H4O4	[M - H]-	C4H3O4-		0,995	8,577	4,500	4,077	0	0,000			5,372		115,004	397	6,620	694881351670069593	694877339524310059	41	
1	C7H10N3O5	[M - H]-	C7H9N3O5-		0,996	42,311	38,273	4,038	21	0,701	5,003	8,680	6,282		215,056	398	6,629	694881371085503486	694877372789339393	903	
1	C9H10O3	[M - H]-	C9H9O3-		0,989	5,620	4,500	1,120	0	0,000			-1,198		165,056	398	6,635	694881364194261585	694877355475249931	393	
1	C17H26N4O6	[M - H]-	C17H25N4O6-		0,997	176,901	173,112	3,789	46	0,700	-2,867	5,590	-4,455		381,176	398	6,640	694881384381448401	694877433480926670	2571	
1	C19H30N4O8	[M - H]-	C19H29N4O8-		0,847	42,082	39,888	2,194	19	0,872	-0,434	3,548	-5,366		441,197	398	6,641	694881377506983736	694877446017702882	2880	
1	C27H39N5O8	[M - H]-	C27H38N5O8-		0,646	54,688	54,688	0,000	36	0,731	0,450	5,043	5,574		560,276	399	6,645	694881408192512856	694877460995564262	3235	
1	C10H10O5	[M - H]-	C10H9O5-		1,000	51,007	51,007	0,000	9	0,758	-2,305	3,901	-0,751		209,045	399	6,646	694881413716411742	694877370713158593	839	
1	C11H10O11	[M - H]-	C11H9O11-		0,584	74,697	72,011	2,687	13	0,527	3,096	3,491	0,648		317,015	399	6,647	694881375036538574	694877410219313678	1974	
1	C9H10O5	[M - H]-	C9H9O5-		1,000	26,046	24,990	1,056	5	0,062	3,752	4,310	-0,238		197,046	399	6,650	694881397144715850	694877366434967848	706	
1	C13H33N5O5	[M - H]-	C13H32N5O5-		1,000	177,403	175,798	1,605	43	0,572	3,942	6,500	11,463		338,245	399	6,650	694881413171152133	694877420147232547	2232	
1	C11H16N3O4	[M - H]-	C11H15N3O4-		0,991	110,602	107,415	3,187	34	0,730	2,979	6,356	2,590		253,107	399	6,651	694881414496552359	694877385217064051	1282	
1	C20H37N3O5	[M - H]-	C20H36N3O5-		1,000	40,343	34,956	5,387	19	0,717	-1,844	3,744	-0,665		398,266	399	6,651	694881415540934091	694877437184497657	2682	
1	C8H15N4O8PS	[M - H]-	C8H14N4O8PS-		0,998	128,659	125,154	3,505	42	0,736	1,120	4,133	3,348		357,029	399	6,653	694881437951101229	694877426224779878	2399	
1	C19H29N5O3	[M - H]-	C19H28N5O3-		1,000	170,042	167,030	3,013	37	0,650	-1,994	4,384	4,374		374,221	399	6,653	694881446813666074	694877431580906668	2513	
1	C25H34O16	[M - H]-	C25H33O16-		1,000	58,590	53,525	5,065	16	0,723	0,066	3,853	-2,866		589,176	399	6,657	694881437586196752	694877462492931010	3279	
1	C37H53N3O9	[M - H]-	C37H52N3O9-		0,771	79,800	79,800	0,000	41	0,831	2,205	5,642	6,721		682,375	400	6,670	694881460327718710	694877466578183721	3402	
1	C9H18N2O2S	[M - H]-	C9H17N2O2S-		1,000	33,463	33,463	0,000	11	0,510	-0,774	6,264	6,622		217,103	400	6,672	694881439452662131	694877373833721254	936	
1	C8H15NO3	[M - H]-	C8H14NO3-		0,996	18,380	17,594	0,786	2	0,352	11,471	11,471	0,425		172,098	400	6,674	694881452207541718	694877357740174406	456	
1	C13H20O6S	[M - H]-	C13H19O6S-		0,500	34,846	26,471	8,375	17	0,807	-2,013	6,089	0,056		303,091	401	6,675	694881456204716246	694877402245940833	1788	
1	C17H34N6O11	[M - H]-	C17H33N6O11-		0,977	119,274	116,565	2,710	42	0,804	0,895	4,070	3,561		497,223	401	6,681	694881467118297969	694877455345836100	3102	
1	C9H19N4O3	[M - H]-	C9H18N4O3-		1,000	147,026	147,026	0,000	34	0,597	2,762	6,529	4,827		230,140	401	6,684	694881453943986052	694877380225841351	1094	
1	C8H16N3O3	[M - H]-	C8H15N3O3-		0,975	11,405	11,405	0,000	4	0,204	-1,601	3,129	3,382		201,113	401	6,687	694881451112828263	694877368666337901	771	
1	C7H12N3O3	[M - H]-	C7H11N3O3-		1,000	89,888	89,888	0,000	22	0,445	-1,462	7,537	5,566		185,082	401	6,691	694881449397357464	694877361913507456	570	
1	C12H26N6O4	[M - H]-	C12H25N6O4-		1,000	123,252	123,252	0,000	37	0,746	-0,409	6,124	6,662		317,196	402	6,693	694881457211349676	694877410512914998	1982	
1	C16H30N10O5S	[M - H]-	C16H29N10O5S-		0,955	56,887	52,019	4,868	43	0,825	-0,987	3,620	2,961		473,206	402	6,704	694881472113714905	694877451726151223	2997	
1	C11H12N3O5	[M - H]-	C11H11N3O5-		0,934	48,028	48,028	0,000	20	0,736	0,652	4,093	8,228		265,073	402	6,705	694881466233299685	694877388601867894	1385	
1	C10H10O3	[M - H]-	C10H9O3-		1,000	40,885	40,885	0,000	5	0,265	1,268	9,662	-1,060		177,056	402	6,706	694881464714961149	694877359128489240	498	
1	C6H12O3	[M - H]-	C6H11O3-		1,000	7,142	4,500	2,642	0	0,000			3,374		131,072	403	6,710	694881464761098513	694877345039820274	132	
1	C9H6O5	[M - H]-	C9H5O5-		1,000	25,365	25,365	0,000	3	0,278	6,649	8,195	-0,864		193,014	403	6,711	694881462320013248	694877364883075138	660	
1	C5H11N4O2S	[M - H]-	C5H10N4O2S-		0,999	31,765	31,765	0,000	6	0,465	-2,160	4,750	-10,024		190,051	403	6,712	694881463259537498	694877364371369970	644	
1	C10H13N3O2S3	[M - H]-	C10H12N3O2S3-		1,000	52,787	52,787	0,000	29	0,768	-3,842	6,754	0,486		302,010	403	6,715	694881484411417175	694877402044614201	1780	
1	C10H22N6O4	[M - H]-	C10H21N6O4-		1,000	86,016	83,388	2,628	22	0,342	0,107	7,814	7,792		289,165	403	6,716	694881482800804245	694877395602162440	1619	
1	C6H6N6O2	[M - H]-	C6H5N6O2-		0,676	21,601	21,601	0,000	5	0,336	10,683	12,414	11,981		193,050	403	6,719	694881482515591506	694877365042458715	665	
1	C14H16N2O4	[M - H]-	C14H15N2O4-		1,000	114,625	111,587	3,038	37	0,580	-1,590	5,768	-1,710		275,103	404	6,729	694881472625420170	694877392141861070	1505	
1	C7H6O2	[M - H]-	C7H5O2-		1,000	23,286	20,524	2,762	3	0,135	3,040	8,947	4,520		121,030	404	6,729	694881470612153929	694877341260752060	70	
1	C25H38N4O6	[M - H]-	C25H37N4O6-		0,998	43,381	43,381	0,000	34	0,752	-2,884	4,065	-2,633		489,271	405	6,746	694881478635859149	694877454481809336	3074	
1	C14H20N4O4	[M - H]-	C14H19N4O4-		1,000	146,861	144,131	2,730	39	0,491	-0,072	4,064	-5,238		307,140	406	6,761	694881475196528874	694877403223213845	1824	
1	C20H24N4O6	[M - H]-	C20H23N4O6-		0,999	87,949	83,840	4,108	38	0,784	-0,569	4,194	-5,294		415,160	406	6,768	694881485011202773	694877441575934361	2763	
1	C8H17NO	[M - H]-	C8H16NO-		0,990	2,000	2,000	0,000	0	0,000			1,212		142,124	406	6,774	694881479424388543	694877347678037800	194	
1	C15H32N4O8	[M - H]-	C15H31N4O8-		1,000	44,590	40,090	4,500	28	0,818	-0,550	5,923	1,727		395,215	406	6,775	694881476328991205	694877436131727208	2653	
1	C8H14O	[M - H]-	C8H13O-		0,828	7,387	5,256	2,131	1	0,055	-7,130	7,130	3,848		125,098	407	6,776	694881470075282969	694877341973783810	84	
1	C9H14O3	[M - H]-	C9H13O3-		1,000	26,968	24,505	2,464	3	0,136	14,934	14,934	-0,224		169,087	407	6,776	694881469865567731	694877356339276685	419	
1	C9H17NO3	[M - H]-	C9H16NO3-		1,000	104,854	102,159	2,695	18	0,676	2,025	6,655	-1,112		186,113	407	6,776	694881473208428588	694877362978860837	603	
1	C8H14N3O4	[M - H]-	C8H13N3O4-		1,000	132,615	132,615	0,000	26	0,517	4,812	6,286	4,256		215,092	407	6,789	694881474609326278	694877372944528666	908	
1	C19H28N4O8	[M - H]-	C19H27N4O8-		0,991	40,124	38,424	1,700	21	0,703	-2,627	4,354	-5,595		439,181	408	6,803	694881485648737093	694877445774433205	2871	
1	C11H20N3O5S	[M - H]-	C11H19N3O5S-		1,000	85,084	85,084	0,000	40	0,789	2,582	5,726	3,080		305,106	408	6,803	694881481676730533	694877402682148534	1805	
1	C8H8N3O4	[M - H]-	C8H7N3O4-		0,998	92,382	90,915	1,467	23	0,526	-0,449	5,942	6,868		209,046	408	6,804	694881482221990164	694877370734130118	840	
1	C12H13NO5	[M - H]-	C12H12NO5-		0,987	61,857	59,203	2,654	19	0,692	-2,940	6,668	0,376		250,072	409	6,811	694881482578506094	694877384747301928	1267	
1	C24H28N4O7	[M - H]-	C24H27N4O7-		0,999	56,058	53,812	2,246	30	0,731	0,180	3,343	-2,220		483,187	409	6,812	694881484738572974	694877453462593334	3048	
1	C9H11N4O2	[M - H]-	C9H10N4O2-		0,974	118,034	113,689	4,345	22	0,355	-0,566	5,358	6,288		206,082	409	6,822	694881481328603161	694877370281145201	823	
1	C9H6O4	[M - H]-	C9H5O4-		1,000	13,100	13,100	0,000	3	0,063	-0,666	6,279	-2,696		177,019	410	6,826	694881479671852580	694877358994271492	494	
1	C11H12O5	[M - H]-	C11H11O5-		1,000	21,655	19,069	2,586	3	0,612	-7,400	14,818	1,044		223,061	410	6,827	694881476219939254	694877375452722873	991	
1	C7H14O3	[M - H]-	C7H13O3-		0,996	9,047	8,416	0,632	1	0,183	-2,439	2,439	-1,157		145,087	410	6,838	694881467344790480	694877348835665834	220	
1	C8H17N3O8S2	[M - H]-	C8H16N3O8S2-		0,684	40,508	40,508	0,000	22	0,352	-8,885	8,885	-6,589		346,036	411	6,844	694881483341869553	694877423347486899	2312	
1	C8H14O2	[M - H]-	C8H13O2-		0,999	4,500	4,500	0,000	0	0,000			-0,803		141,092	411	6,849	694881485128643333	694877347367659269	187	
1	C7H12N3O3	[M - H]-	C7H11N3O3-		0,566	25,646	25,646	0,000	8	0,285	0,818	10,494	6,485		185,082	411	6,849	694881485602599733	694877361947061893	571	
1	C18H18N4O6	[M - H]-	C18H17N4O6-		1,000	109,957	108,654	1,303	39	0,737	-1,229	4,399	-4,175		385,114	411	6,854	694881498844018923	694877434063935016	2589	
1	C10H12N3O5S2	[M - H]-	C10H11N3O5S2-		0,958	68,293	68,293	0,000	31	0,707	1,290	3,230	1,322		317,015	412	6,860	694881502086216797	694877410089290244	1972	
1	C19H22N6O10P2	[M - H]-	C19H21N6O10P2-		1,000	61,663	58,963	2,700	26	0,782	-2,524	4,473	1,932		555,081	412	6,861	694881523145819628	694877460727128766	3227	
1	C9H10O3	[M - H]-	C9H9O3-		0,858	8,947	8,947	0,000	1	0,043	-12,625	12,625	2,922		165,056	412	6,862	694881496189024162	694877355538164501	395	
1	C9H8O2S2	[M - H]-	C9H7O2S2-		1,000	50,515	50,515	0,000	8	0,293	3,903	5,401	12,820		210,992	412	6,862	694881500467215188	694877371329721386	860	
1	C13HNO3	[M - H]-	C13NO3-		0,973	4,044	4,044	0,000	2	0,033	-2,714	4,493	1,622		217,989	412	6,862	694881499963898605	694877374152488413	947	
1	C9H10O5	[M - H]-	C9H9O5-		1,000	43,456	38,612	4,844	8	0,062	1,706	3,693	-0,492		197,045	412	6,863	694881501763255281	694877366300750100	702	
1	C14H14O9S	[M - H]-	C14H13O9S-		1,000	148,625	143,125	5,500	34	0,549	-2,847	5,089	-0,186		357,029	412	6,863	694881509279449380	694877426178642529	2398	
1	C13H15N2O9PS2	[M - H]-	C13H14N2O9PS2-		0,981	79,018	72,960	6,058	33	0,788	-2,639	4,970	-7,236		436,985	412	6,864	694881509757600093	694877444667136824	2846	
1	C11H11N3O5S2	[M - H]-	C11H10N3O5S2-		1,000	89,377	89,377	0,000	25	0,592	-1,742	3,621	-2,366		328,006	412	6,866	694881510613238327	694877415063735543	2123	
1	C9H18N3O5	[M - H]-	C9H17N3O5-		0,874	127,479	125,847	1,632	28	0,548	-1,921	7,113	4,212		247,118	412	6,867	694881513696052111	694877384130739125	1244	
1	C7H8O	[M - H]-	C7H7O-		0,990	4,250	4,250	0,000	0	0,000	5,246	5,246	7,114		107,051	413	6,888	694881510088950220	694877337318106045	19	
1	C8H14N3O3	[M - H]-	C8H13N3O3-		0,963	68,164	68,164	0,000	19	0,287	0,500	5,034	4,772		199,097	413	6,890	694881515646403587	694877367244468640	730	
1	C8H15NO3	[M - H]-	C8H14NO3-		0,990	2,000	2,000	0,000	0	0,000			2,691		172,098	414	6,895	694881520578905330	694877357769534539	457	
1	C5H16N3O4S	[M - H]-	C5H15N3O4S-		0,761	40,964	40,964	0,000	10	0,573	-5,698	8,897	-15,983		213,075	414	6,900	694881516942443662	694877371904341129	879	
1	C32H34N4O7	[M - H]-	C32H33N4O7-		0,868	78,422	78,422	0,000	35	0,741	-2,916	3,827	5,429		585,239	414	6,900	694881541957274506	694877462358713262	3275	
1	C10H11NO3	[M - H]-	C10H10NO3-		1,000	60,734	60,734	0,000	13	0,247	-0,204	6,886	0,590		192,067	414	6,902	694881523305203201	694877364803383352	658	
1	C24H44N4O6	[M - H]-	C24H43N4O6-		1,000	77,207	77,207	0,000	32	0,659	-0,752	3,235	-2,149		483,318	414	6,902	694881541630118539	694877453546479429	3051	
1	C15H22N4O4S	[M - H]-	C15H21N4O4S-		1,000	166,951	166,951	0,000	47	0,833	-7,477	7,477	-9,174		353,126	414	6,906	694881543500778585	694877425281061343	2372	
1	C6H12O3	[M - H]-	C6H11O3-		1,000	7,152	4,500	2,652	0	0,000			3,526		131,072	415	6,909	694881528741021444	694877345085957623	133	
1	C10H8O3	[M - H]-	C10H7O3-		0,993	8,880	8,880	0,000	1	0,120	-4,725	4,725	1,270		175,040	415	6,912	694881551524482473	694877358549675198	480	
1	C29H27N4O6S2	[M - H]-	C29H26N4O6S2-		1,000	68,119	68,119	0,000	37	0,808	0,218	2,825	-0,670		590,130	415	6,920	694881569987810368	694877462564234188	3281	
1	C7H12O4	[M - H]-	C7H11O4-		0,923	4,500	4,500	0,000	0	0,000			-2,844		159,066	416	6,930	694881553911041639	694877353470372339	337	
1	C25H38O13	[M - H]-	C25H37O13-		0,979	78,852	74,071	4,781	23	0,754	-2,800	3,751	-1,916		545,223	416	6,932	694881555941084928	694877460328669826	3215	
1	C14H24O8	[M - H]-	C14H23O8-		0,998	73,848	71,037	2,811	25	0,737	0,433	3,888	-1,320		319,139	416	6,933	694881556524093264	694877411355970242	2010	
1	C18H26N6O8	[M - H]-	C18H25N6O8-		0,893	39,676	39,234	0,442	25	0,720	0,121	5,544	6,674		453,177	416	6,933	694881564023509845	694877448127438079	2937	
1	C9H14N3O4	[M - H]-	C9H13N3O4-		1,000	61,801	60,656	1,146	21	0,549	-0,984	8,840	4,648		227,092	417	6,948	694881558742880290	694877376660682640	1034	
1	C13H20N10O4	[M - H]-	C13H19N10O4-		0,997	154,830	151,685	3,145	43	0,773	-2,464	4,955	2,182		379,160	417	6,948	694881579794095342	694877432860169573	2550	
1	C8H8O4	[M - H]-	C8H7O4-		0,806	32,532	28,712	3,820	5	0,122	-7,229	7,229	-0,253		167,035	417	6,951	694881571237713149	694877355735296819	401	
1	C16H27N3O5	[M - H]-	C16H26N3O5-		1,000	144,456	144,456	0,000	36	0,638	-1,797	3,792	-2,982		340,187	417	6,952	694881575666899298	694877420419862357	2242	
1	C11H10ClNO7	[M - H]-	C11H9ClNO7-		0,988	48,677	48,677	0,000	16	0,705	1,130	3,201	8,070		302,010	417	6,952	694881576782584557	694877402011059764	1779	
1	C14H20N4O4	[M - H]-	C14H19N4O4-		1,000	75,680	70,829	4,851	25	0,709	0,362	2,982	-4,847		307,140	418	6,959	694881574551214170	694877403269351194	1825	
1	C9H17NO4	[M - H]-	C9H16NO4-		1,000	29,950	29,950	0,000	5	0,179	-2,582	3,377	2,565		202,109	418	6,965	694881569450939398	694877369568113396	798	
1	C8H16N3O4	[M - H]-	C8H15N3O4-		1,000	134,255	134,255	0,000	35	0,661	1,904	5,491	4,124		217,108	418	6,966	694881572525364752	694877373967939007	941	
1	C4H9N4O4P	[M - H]-	C4H8N4O4P-		0,999	33,108	33,108	0,000	15	0,201	-5,559	8,053	-4,661		207,028	418	6,969	694881576946162477	694877370402780037	827	
1	C14H22N6O4S	[M - H]-	C14H21N6O4S-		0,325	102,455	102,455	0,000	44	0,803	-0,253	5,143	4,964		369,137	419	6,977	694881582566530755	694877429102072862	2487	
1	C19H31N3O12	[M - H]-	C19H30N3O12-		0,446	76,927	76,927	0,000	37	0,733	-0,732	4,060	7,239		492,187	419	6,981	694881581949967985	694877454800576490	3084	
1	C26H32O12	[M - H]-	C26H31O12-		1,000	54,911	47,972	6,940	26	0,751	-2,310	5,050	-1,999		535,181	419	6,983	694881569379636196	694877459624026649	3194	
1	C14H18O7	[M - H]-	C14H17O7-		0,793	80,573	80,573	0,000	18	0,610	3,283	5,072	0,348		297,098	419	6,986	694881588480500444	694877399918101748	1715	
1	C6H8O3	[M - H]-	C6H7O3-		1,000	4,126	4,126	0,000	0	0,000	6,316	6,316	4,164		127,041	419	6,987	694881590065947702	694877342368048421	91	
1	C9H24N6O6S	[M - H]-	C9H23N6O6S-		0,999	84,499	84,499	0,000	35	0,473	0,250	4,008	-5,295		343,139	419	6,992	694881593505277759	694877421476827115	2272	
1	C14H28N8O4	[M - H]-	C14H27N8O4-		0,990	86,728	86,728	0,000	36	0,726	-0,004	3,150	3,623		371,217	420	6,995	694881596651006207	694877431165670507	2500	
1	C11H16N3O5	[M - H]-	C11H15N3O5-		1,000	162,190	160,046	2,144	34	0,587	3,416	6,321	4,500		269,103	420	6,999	694881587272540655	694877389948239723	1434	
1	C11H16N6O5	[M - H]-	C11H15N6O5-		0,856	93,938	92,376	1,562	30	0,722	3,389	5,535	7,003		311,113	420	7,001	694881591454262823	694877405408446539	1886	
1	C10H18N3O5S	[M - H]-	C10H17N3O5S-		0,862	62,617	62,617	0,000	39	0,725	-2,508	4,644	1,923		291,090	420	7,006	694881590787368217	694877395933512516	1631	
1	C14H26O8	[M - H]-	C14H25O8-		0,983	49,033	49,033	0,000	17	0,682	2,695	2,824	-3,896		321,154	420	7,006	694881591508788808	694877411867675415	2027	
1	C11H21NO4	[M - H]-	C11H20NO4-		0,616	153,805	153,805	0,000	22	0,605	-0,462	3,696	-1,789		230,139	421	7,021	694881591508788805	694877380196481218	1093	
1	C29H42N4O9	[M - H]-	C29H41N4O9-		0,476	77,122	77,122	0,000	37	0,733	-4,033	4,033	-6,521		589,284	422	7,033	694881644717735377	694877462530679751	3280	
1	C20H31N5O6S	[M - H]-	C20H30N5O6S-		1,000	87,512	86,678	0,834	36	0,746	1,100	4,261	6,369		468,195	422	7,034	694881599226309233	694877451440938496	2986	
1	C9H16O4	[M - H]-	C9H15O4-		1,000	99,016	97,763	1,253	14	0,351	6,611	7,963	1,697		187,098	422	7,036	694881602741136367	694877363243102029	611	
1	C17H26N10O5	[M - H]-	C17H25N10O5-		1,000	81,046	79,109	1,937	43	0,801	0,492	4,354	-0,061		449,201	422	7,037	694881600975334222	694877447385046156	2914	
1	C13H20N4O2S	[M - H]-	C13H19N4O2S-		1,000	132,140	132,140	0,000	45	0,713	-3,142	5,311	-8,201		295,121	423	7,043	694881602539809735	694877399410590879	1698	
1	C19H28N6O8	[M - H]-	C19H27N6O8-		0,993	41,270	37,854	3,415	20	0,779	1,251	2,391	4,997		467,192	423	7,048	694881607732358493	694877451201863138	2980	
1	C8H14N3O3	[M - H]-	C8H13N3O3-		1,000	88,458	88,458	0,000	19	0,307	5,206	7,351	5,827		199,097	423	7,050	694881605161249972	694877367391269300	734	
1	C25H24N6O6	[M - H]-	C25H23N6O6-		1,000	66,937	66,937	0,000	35	0,805	3,194	3,773	1,459		503,169	423	7,052	694881619639989777	694877455727517824	3114	
