Feature,symrk_p_adj,ccamk_p_adj,nsp1_p_adj,nsp2_p_adj
Feature1879,0.900215201645102,0.0389433051438429,0.627161394393498,0.0142240732310571
Feature1883,1,0.00438744723572145,0.178286069728411,0.00235914390053167
Feature1886,0.99868108609315,0.239166172936037,0.105488072857035,0.144605710834305
Feature1912,0.547969784780324,0.749933549127114,1,0.927704375766367
Feature1913,0.966818422302125,0.0367886747311351,0.0362060583061023,0.0058460224500612
Feature1940,0.662701209682722,0.265123696837132,0.838744932156225,0.47640858389916
Feature1942,0.362828991619092,0.527963779135848,0.852895487190429,0.927544678498791
Feature1959,1,0.119759769133815,0.0377206885683127,0.216796977192206
Feature1972,0.457380285963187,0.407865168936334,0.109150545214175,0.331014426205232
Feature1973,0.890758161092473,0.910300555491979,0.539412766484638,0.976608414289054
Feature1974,0.275798171814661,0.940349226618639,0.684464190932623,0.267024435826021
Feature1976,0.285256666640333,0.666353192629575,0.684464190932623,0.511379118203519
Feature1977,1,1,0.080628738938154,1
Feature1982,1,0.038096458146439,0.00223009249109511,0.000172893207430207
Feature1998,0.37939406531433,0.854514323511877,0.27354077994766,0.928734040953784
Feature2009,0.571441952646281,0.00339481901414969,8.40141274615155e-05,0.000148148355710303
Feature2010,0.301963354209657,1,0.0623864815763011,0.0212308158441906
Feature2012,1,0.0824820824992433,8.40141274615155e-05,0.0212308158441906
Feature2020,0.458993166696534,0.0729542282050992,0.0692635916659988,0.0709182879300961
Feature2021,0.703043731297437,0.0491949647613507,0.108062192611087,0.313440223883021
Feature2022,0.859898789833471,0.0729542282050992,0.262861669065363,0.267062519762082
Feature2026,0.151507900222822,0.116577521755774,0.00822684044371468,0.0564988310451675
Feature2027,1,0.37033090459419,0.00671616415623016,0.0364496088119069
Feature2028,0.271796323192557,7.71909097196377e-05,0.000962764768504448,9.3280897541681e-05
Feature2035,0.859898789833471,0.897461395128218,0.753162461282586,0.239722524520043
Feature2036,1,0.0033838774398819,0.0352810116248028,0.39181340574007
Feature2041,0.743585685132428,0.944903097139402,0.497415624425347,0.675897438615253
Feature2048,0.832313264774636,0.0818042195882007,0.0770812655139182,0.0798704177738294
Feature2049,0.791857902753863,0.52863526210269,0.910375514820513,0.781269846867058
Feature2050,0.571441952646281,1,0.160148344881583,0.0606559560404438
Feature2071,0.477211636182309,0.125787069302836,0.0935704845644251,0.263215905380954
Feature2084,1,0.242240434754278,0.198497482647867,0.0864990373158683
Feature2095,0.455637554200811,0.392823474919793,0.0321324786721366,0.754058282911505
Feature2096,0.521496262006414,0.768729752098416,0.0398775497243287,0.336584276982478
Feature2099,0.920115850108697,0.556812148411149,0.866816094136384,0.535420458833311
Feature2100,0.734669507776186,0.0990457723261555,0.134700006001166,0.0442710671269629
Feature2112,0.832313264774636,0.497758956233222,0.109790208891292,0.58919101653267
Feature2115,0.938716743675375,0.857673244754449,0.00822684044371468,0.00535057088319779
Feature2123,0.379851910782653,0.363538065542316,0.0192949155867396,0.061471836335949
Feature2129,0.547969784780324,0.572787520662698,0.854667741461215,0.854133211613205
Feature2131,0.812884050784433,0.504831467769574,0.220957088236945,0.0568630609513546
Feature2132,1,0.0834229920007664,0.0100093561272467,0.0465656300775211
Feature2157,0.837172084700825,0.0274868503094402,0.0943627139710752,0.0759284566473732
Feature2184,0.253849443781214,1,0.0416295864735353,0.0041194908215156
Feature2185,0.81117887694201,0.596353052627682,0.0279767033422567,0.107821097172985
Feature2205,0.154940079333966,0.00421891714774554,0.000198359669163523,0.000281989356313835
Feature2217,0.411453082212691,0.00251052543071389,0.00199174046394828,0.0018069384133853
